,cidade_estado,endereco,lat_lon,latitude,longitude
395,"Grossos, Ceará","Grossos, Banabuiú - CE, 63960-000, Brazil","(-5.283333, -38.95)",-5.283333,-38.95
396,"Grossos, Rio Grande do Norte","Grossos - State of Rio Grande do Norte, Brazil","(-4.9864502, -37.1509693)",-4.9864502,-37.1509693
397,"Guajará-mirim, Rondônia","Guajará-Mirim, State of Rondônia, 76850-000, Brazil","(-10.789321, -65.3301049)",-10.789321,-65.3301049
398,"Guamaré, Não Informado","Guamaré, RN, 59598-000, Brazil","(-5.1065854, -36.3224974)",-5.1065854,-36.3224974
399,"Guamaré, Rio Grande do Norte","Guamaré, RN, 59598-000, Brazil","(-5.1065854, -36.3224974)",-5.1065854,-36.3224974
400,"Guanambi, Bahia","Guanambi - State of Bahia, Brazil","(-14.2194046, -42.7796735)",-14.2194046,-42.7796735
401,"Guarabira, Paraíba","Guarabira - State of Paraíba, Brazil","(-6.8512654, -35.4922717)",-6.8512654,-35.4922717
402,"Guarapari, Espírito Santo","Guarapari, ES, Brazil","(-20.6741197, -40.4997382)",-20.6741197,-40.4997382
403,"Guaratinguetá, São Paulo","Guaratinguetá - State of São Paulo, Brazil","(-22.8036879, -45.18588339999999)",-22.8036879,-45.18588339999999
404,"Guarujá, São Paulo","Guarujá - State of São Paulo, Brazil","(-23.9948205, -46.2568999)",-23.9948205,-46.2568999
405,"Guarulhos, São Paulo","Guarulhos - State of São Paulo, Brazil","(-23.4543395, -46.5336678)",-23.4543395,-46.5336678
406,"Guará, São Paulo","Guará - State of São Paulo, 14580-000, Brazil","(-20.4281388, -47.8266453)",-20.4281388,-47.8266453
407,"Guayaquil, Ignorado/exterior","Guayaquil, Ecuador","(-2.1709979, -79.9223592)",-2.1709979,-79.9223592
408,"Guaçuí, Espírito Santo","Guaçuí - State of Espírito Santo, Brazil","(-20.7697736, -41.6723367)",-20.7697736,-41.6723367
409,"Guaíba, Rio Grande do Sul","Guaíba, RS, Brazil","(-30.1090924, -51.3238273)",-30.1090924,-51.3238273
410,"Guaíra, Paraná","Guaíra, PR, 85980-000, Brazil","(-24.0835359, -54.2444375)",-24.0835359,-54.2444375
411,"Gurupi, Tocantins","Gurupi, TO, Brazil","(-11.7283752, -49.0686083)",-11.7283752,-49.0686083
412,"Horizonte, Ceará","Horizonte - CE, 62880-000, Brazil","(-4.0998048, -38.4949305)",-4.0998048,-38.4949305
413,"Humaitá, Amazonas","Humaitá - State of Amazonas, 69800-000, Brazil","(-7.5169382, -63.02984279999999)",-7.5169382,-63.02984279999999
414,"Ibicaraí, Bahia","Ibicaraí - State of Bahia, Brazil","(-14.8658768, -39.5904206)",-14.8658768,-39.5904206
415,"Ibitinga, São Paulo","Ibitinga, State of São Paulo, 14940-000, Brazil","(-21.7547777, -48.8316984)",-21.7547777,-48.8316984
416,"Iconha, Espírito Santo","Iconha - State of Espírito Santo, Brazil","(-20.7942655, -40.8117134)",-20.7942655,-40.8117134
417,"Icó, Ceará","Icó, CE, 63430-000, Brazil","(-6.4026236, -38.8591633)",-6.4026236,-38.8591633
418,"Ielmo marinho, Rio Grande do Norte","Ielmo Marinho - State of Rio Grande do Norte, Brazil","(-5.8237423, -35.5518981)",-5.8237423,-35.5518981
419,"Igaracy, Paraíba","Igaracy - State of Paraíba, Brazil","(-7.180044899999999, -38.1490656)",-7.180044899999999,-38.1490656
420,"Igarapé grande, Maranhão","Igarapé Grande - State of Maranhão, Brazil","(-4.5992786, -44.831834)",-4.5992786,-44.831834
421,"Igarapé-açu, Pará","Igarapé-Açu - State of Pará, 68725-000, Brazil","(-1.1512241, -47.5668376)",-1.1512241,-47.5668376
422,"Igarapé-miri, Pará","Igarapé-Miri - State of Pará, 68430-000, Brazil","(-1.9207489, -49.1221414)",-1.9207489,-49.1221414
423,"Igarassu, Pernambuco","Igarassu, PE, Brazil","(-7.8292242, -34.9016204)",-7.8292242,-34.9016204
424,"Iguatama, Minas Gerais","Iguatama - State of Minas Gerais, 38910-000, Brazil","(-20.1754903, -45.7086244)",-20.1754903,-45.7086244
425,"Iguatu, Ceará","Iguatu, CE, 63500-000, Brazil","(-6.3587958, -39.29805899999999)",-6.3587958,-39.29805899999999
426,"Iguatu, Rio Grande do Norte","Iguatu, Lagoa de Velhos - RN, 59430-000, Brazil","(-6.036928199999999, -35.8161734)",-6.036928199999999,-35.8161734
427,"Ijuí, Rio Grande do Sul","Ijuí - RS, Brazil","(-28.3892073, -53.9207396)",-28.3892073,-53.9207396
428,"Ilhabela, São Paulo","Ilhabela, SP, Brazil","(-23.8158392, -45.3664809)",-23.8158392,-45.3664809
429,"Ilhéus, Bahia","Ilhéus, State of Bahia, Brazil","(-14.7935051, -39.0463797)",-14.7935051,-39.0463797
430,"Imperatriz, Maranhão","Imperatriz - Camaçari, Imperatriz - MA, Brazil","(-5.5205508, -47.4718408)",-5.5205508,-47.4718408
431,"Indaiatuba, São Paulo","Indaiatuba - State of São Paulo, Brazil","(-23.0881603, -47.2079235)",-23.0881603,-47.2079235
432,"Independência, Ceará","Independência - State of Ceará, Brazil","(-5.3947349, -40.3091211)",-5.3947349,-40.3091211
433,"Indiana, São Paulo","Indiana - SP, 19560-000, Brazil","(-22.1742894, -51.2559277)",-22.1742894,-51.2559277
434,"Ipameri, Goiás","Ipameri, State of Goiás, 75780-000, Brazil","(-17.722004, -48.1585601)",-17.722004,-48.1585601
435,"Ipanguacu, Rio Grande do Norte","Ipanguaçu - State of Rio Grande do Norte, Brazil","(-5.5151271, -36.8250274)",-5.5151271,-36.8250274
436,"Ipanguaçu, Rio Grande do Norte","Ipanguaçu - State of Rio Grande do Norte, Brazil","(-5.5151271, -36.8250274)",-5.5151271,-36.8250274
437,"Ipatinga, Minas Gerais","Ipatinga - State of Minas Gerais, Brazil","(-19.4691377, -42.5489888)",-19.4691377,-42.5489888
438,"Ipiaú, Bahia","Ipiaú, BA, 45570-000, Brazil","(-14.1349424, -39.7385835)",-14.1349424,-39.7385835
439,"Ipixuna, Amazonas","Ipixuna - State of Amazonas, 69890-000, Brazil","(-7.0495648, -71.6924614)",-7.0495648,-71.6924614
440,"Ipueira, Não Informado","Ipueira - State of Rio Grande do Norte, Brazil","(-6.8149835, -37.1982292)",-6.8149835,-37.1982292
441,"Ipueira, Rio Grande do Norte","Ipueira - State of Rio Grande do Norte, Brazil","(-6.8149835, -37.1982292)",-6.8149835,-37.1982292
442,"Iracema, Ceará","Iracema - CE, Brazil","(-5.8135219, -38.3053725)",-5.8135219,-38.3053725
443,"Iracemápolis, São Paulo","Iracemápolis - State of São Paulo, Brazil","(-22.5838917, -47.52335979999999)",-22.5838917,-47.52335979999999
444,"Irauçuba, Ceará","Irauçuba, CE, 62620-000, Brazil","(-3.7475743, -39.7827051)",-3.7475743,-39.7827051
445,"Irecê, Bahia","Irecê, State of Bahia, 44900-000, Brazil","(-11.3034012, -41.8557693)",-11.3034012,-41.8557693
446,"Itabaiana, Paraíba","Itabaiana, PB, 58360-000, Brazil","(-7.329663300000001, -35.3330235)",-7.329663300000001,-35.3330235
447,"Itabaiana, Sergipe","Itabaiana, State of Sergipe, 49500-000, Brazil","(-10.6872332, -37.4329352)",-10.6872332,-37.4329352
448,"Itabaianinha, Sergipe","Itabaianinha, SE, 49290-000, Brazil","(-11.2750411, -37.7879303)",-11.2750411,-37.7879303
449,"Itaberaí, Goiás","Itaberaí, GO, 76630-000, Brazil","(-16.0222492, -49.8004866)",-16.0222492,-49.8004866
450,"Itabirinha, Minas Gerais","Itabirinha de Mantena - State of Minas Gerais, Brazil","(-18.5683612, -41.2345276)",-18.5683612,-41.2345276
451,"Itabirito, Minas Gerais","Itabirito - State of Minas Gerais, 35450-000, Brazil","(-20.2473574, -43.8026539)",-20.2473574,-43.8026539
452,"Itaboraí, Rio de Janeiro","Itaboraí, RJ, Brazil","(-22.7570025, -42.8643167)",-22.7570025,-42.8643167
453,"Itabuna, Bahia","Itabuna, State of Bahia, Brazil","(-14.7916229, -39.2833243)",-14.7916229,-39.2833243
454,"Itacajá, Tocantins","Itacajá - State of Tocantins, 77720-000, Brazil","(-8.6214999, -47.5275422)",-8.6214999,-47.5275422
455,"Itaguaí, Rio de Janeiro","Itaguaí - State of Rio de Janeiro, Brazil","(-22.8632126, -43.7779144)",-22.8632126,-43.7779144
456,"Itainópolis, Piauí","Itainópolis - State of Piauí, Brazil","(-7.416720899999999, -41.4812771)",-7.416720899999999,-41.4812771
457,"Itaituba, Pará","Itaituba, State of Pará, Brazil","(-4.2670701, -55.99311729999999)",-4.2670701,-55.99311729999999
458,"Itajaí, Santa Catarina","Itajaí - State of Santa Catarina, Brazil","(-26.9105564, -48.6709919)",-26.9105564,-48.6709919
459,"Itajubá, Minas Gerais","Itajubá - State of Minas Gerais, Brazil","(-22.4292698, -45.4591388)",-22.4292698,-45.4591388
460,"Itamonte, Minas Gerais","Itamonte, MG, 37466-000, Brazil","(-22.2864029, -44.86844869999999)",-22.2864029,-44.86844869999999
461,"Itanhaém, São Paulo","Itanhaém - State of São Paulo, 11740-000, Brazil","(-24.1887403, -46.8267013)",-24.1887403,-46.8267013
462,"Itapagé, Ceará","Itapagé - State of Ceará, Brazil","(-3.6844587, -39.5850292)",-3.6844587,-39.5850292
463,"Itapecerica da serra, São Paulo","Itapecerica da Serra, State of São Paulo, Brazil","(-23.7153615, -46.8525874)",-23.7153615,-46.8525874
464,"Itapetim, Pernambuco","Itapetim - State of Pernambuco, Brazil","(-7.3781211, -37.1899094)",-7.3781211,-37.1899094
465,"Itapipoca, Ceará","Itapipoca, CE, 62540-000, Brazil","(-3.499706, -39.5839241)",-3.499706,-39.5839241
466,"Itaporanga, Paraíba","Itaporanga - State of Paraíba, Brazil","(-7.3045576, -38.1500173)",-7.3045576,-38.1500173
467,"Itatiba, São Paulo","Itatiba - State of São Paulo, Brazil","(-23.0074583, -46.8187529)",-23.0074583,-46.8187529
468,"Itatuba, Paraíba","Itatuba - State of Paraíba, Brazil","(-7.4003907, -35.6314191)",-7.4003907,-35.6314191
469,"Itau, Rio Grande do Norte","Itaú - State of Rio Grande do Norte, Brazil","(-5.8412939, -37.9890624)",-5.8412939,-37.9890624
470,"Itaú, Rio Grande do Norte","Itaú - State of Rio Grande do Norte, Brazil","(-5.8412939, -37.9890624)",-5.8412939,-37.9890624
471,"Itu, São Paulo","Itu - State of São Paulo, Brazil","(-23.2639992, -47.29967329999999)",-23.2639992,-47.29967329999999
472,"Ituiutaba, Minas Gerais","Ituiutaba - State of Minas Gerais, Brazil","(-18.9745421, -49.4601286)",-18.9745421,-49.4601286
473,"Itumbiara, Goiás","Itumbiara - State of Goiás, Brazil","(-18.4166775, -49.217094)",-18.4166775,-49.217094
474,"Itápolis, São Paulo","Itápolis, SP, 14900-000, Brazil","(-21.5950536, -48.8163705)",-21.5950536,-48.8163705
475,"Jaboatao, Pernambuco","Jaboatão, Jaboatão dos Guararapes - PE, 54080-324, Brazil","(-8.1085313, -35.0172826)",-8.1085313,-35.0172826
476,"Jaboatão dos guararapes, Pernambuco","Jaboatão dos Guararapes, State of Pernambuco, Brazil","(-8.1688125, -34.920874)",-8.1688125,-34.920874
477,"Jacaraú, Paraíba","Jacaraú - State of Paraíba, Brazil","(-6.6125134, -35.2921523)",-6.6125134,-35.2921523
478,"Jacarezinho, Paraná","Jacarezinho, State of Paraná, 86400-000, Brazil","(-23.157939, -49.9777202)",-23.157939,-49.9777202
479,"Jacareí, São Paulo","Jacareí - Parque Meia Lua, Jacareí - State of São Paulo, Brazil","(-23.2987827, -45.96625419999999)",-23.2987827,-45.96625419999999
480,"Jacinto, Minas Gerais","Jacinto - State of Minas Gerais, Brazil","(-16.1900857, -40.3496894)",-16.1900857,-40.3496894
481,"Jacobina, Bahia","Jacobina, BA, 44700-000, Brazil","(-11.1816506, -40.5120603)",-11.1816506,-40.5120603
482,"Jacutinga, Minas Gerais","Jacutinga, MG, 37590-000, Brazil","(-22.2832272, -46.6089256)",-22.2832272,-46.6089256
483,"Jadim de piranhas, Rio Grande do Norte","Jardim de Piranhas - State of Rio Grande do Norte, Brazil","(-6.378792499999999, -37.3522355)",-6.378792499999999,-37.3522355
484,"Jaguaretama, Ceará","Jaguaretama - State of Ceará, 63480-000, Brazil","(-5.6120277, -38.7650383)",-5.6120277,-38.7650383
485,"Jaguaribe, Ceará","Jaguaribe - State of Ceará, Brazil","(-5.892758199999999, -38.6219755)",-5.892758199999999,-38.6219755
486,"Jaguaruana, Ceará","Jaguaruana - State of Ceará, Brazil","(-4.8378668, -37.7829254)",-4.8378668,-37.7829254
487,"Jandaíra, Rio Grande do Norte","Jandaíra - State of Rio Grande do Norte, Brazil","(-5.3556947, -36.12817020000001)",-5.3556947,-36.12817020000001
488,"Jandira, São Paulo","Jandira, State of São Paulo, Brazil","(-23.5280281, -46.9027629)",-23.5280281,-46.9027629
489,"Janduís, Rio Grande do Norte","Janduís - State of Rio Grande do Norte, Brazil","(-6.0006262, -37.4894776)",-6.0006262,-37.4894776
490,"Januário cicco, Não Informado","Av. Nilo Peçanha, 259 - Petrópolis, Natal - RN, 59012-310, Brazil","(-5.7817675, -35.1980735)",-5.7817675,-35.1980735
491,"Januário cicco, Rio Grande do Norte","Boa Saúde, Januário Cicco - RN, 59260-000, Brazil","(-6.157455, -35.6037298)",-6.157455,-35.6037298
492,"Japeri, Rio de Janeiro","Japeri - State of Rio de Janeiro, Brazil","(-22.6437871, -43.660135)",-22.6437871,-43.660135
493,"Japi, Não Informado",,,,
494,"Japi, Rio Grande do Norte","Japi - State of Rio Grande do Norte, Brazil","(-6.4653962, -35.9460588)",-6.4653962,-35.9460588
495,"Jaraguá do sul, Santa Catarina","Jaraguá do Sul - Barra do Rio do Cerro, Jaraguá do Sul - State of Santa Catarina, Brazil","(-26.4822209, -49.073477)",-26.4822209,-49.073477
496,"Jardim  do seridó, Rio Grande do Norte","Jardim do Seridó - State of Rio Grande do Norte, Brazil","(-6.5850756, -36.7738759)",-6.5850756,-36.7738759
497,"Jardim de angicos, Rio Grande do Norte","Jardim de Angicos - State of Rio Grande do Norte, Brazil","(-5.6273824, -35.9805528)",-5.6273824,-35.9805528
498,"Jardim de piranhas, Não Informado","Jardim de Piranhas - State of Rio Grande do Norte, Brazil","(-6.378792499999999, -37.3522355)",-6.378792499999999,-37.3522355
499,"Jardim de piranhas, Rio Grande do Norte","Jardim de Piranhas - State of Rio Grande do Norte, Brazil","(-6.378792499999999, -37.3522355)",-6.378792499999999,-37.3522355
500,"Jardim do serido, Rio Grande do Norte","Jardim do Seridó - State of Rio Grande do Norte, Brazil","(-6.5850756, -36.7738759)",-6.5850756,-36.7738759
501,"Jardim do seridó, Não Informado","Jardim do Seridó - State of Rio Grande do Norte, Brazil","(-6.5850756, -36.7738759)",-6.5850756,-36.7738759
502,"Jardim do seridó, Rio Grande do Norte","Jardim do Seridó - State of Rio Grande do Norte, Brazil","(-6.5850756, -36.7738759)",-6.5850756,-36.7738759
503,"Jardim, Ceará","Jardim - State of Ceará, Brazil","(-7.5847701, -39.2813898)",-7.5847701,-39.2813898
504,"Jardim, Mato Grosso do Sul","Jardim, MS, 79240-000, Brazil","(-21.4803962, -56.1494143)",-21.4803962,-56.1494143
505,"Jataí, Goiás","Jataí, State of Goiás, Brazil","(-17.8796049, -51.7206735)",-17.8796049,-51.7206735
506,"Jaçanã, Não Informado","Jaçanã, São Paulo - SP, 02280-130, Brazil","(-23.4532948, -46.57208019999999)",-23.4532948,-46.57208019999999
507,"Jaçanã, Rio Grande do Norte","Jaçanã - State of Rio Grande do Norte, Brazil","(-6.4264928, -36.2021303)",-6.4264928,-36.2021303
508,"Jaú, São Paulo","Jaú, SP, Brazil","(-22.30275, -48.5755491)",-22.30275,-48.5755491
509,"Ji-paraná, Rondônia","Ji-Paraná, RO, Brazil","(-10.8781412, -61.93267280000001)",-10.8781412,-61.93267280000001
510,"Joao pessoa, Paraíba","João Pessoa, State of Paraíba, Brazil","(-7.119495799999999, -34.8450118)",-7.119495799999999,-34.8450118
511,"Joaçaba, Santa Catarina","Joaçaba, State of Santa Catarina, Brazil","(-27.1743773, -51.5054475)",-27.1743773,-51.5054475
512,"Joinville, Santa Catarina","Joinville - State of Santa Catarina, Brazil","(-26.2834213, -48.8452269)",-26.2834213,-48.8452269
513,"Jose da penha, Rio Grande do Norte","José da Penha - State of Rio Grande do Norte, Brazil","(-6.3196527, -38.2850259)",-6.3196527,-38.2850259
514,"José da penha, Rio Grande do Norte","José da Penha - State of Rio Grande do Norte, Brazil","(-6.3196527, -38.2850259)",-6.3196527,-38.2850259
515,"João câmara, Não Informado","João Câmara - State of Rio Grande do Norte, 59550-000, Brazil","(-5.5347653, -35.8150838)",-5.5347653,-35.8150838
516,"João câmara, Rio Grande do Norte","João Câmara - State of Rio Grande do Norte, 59550-000, Brazil","(-5.5347653, -35.8150838)",-5.5347653,-35.8150838
517,"João monlevade, Minas Gerais","João Monlevade - State of Minas Gerais, Brazil","(-19.8083838, -43.1727752)",-19.8083838,-43.1727752
518,"João pessoa, Não Informado","João Pessoa, State of Paraíba, Brazil","(-7.119495799999999, -34.8450118)",-7.119495799999999,-34.8450118
519,"João pessoa, Paraíba","João Pessoa, State of Paraíba, Brazil","(-7.119495799999999, -34.8450118)",-7.119495799999999,-34.8450118
520,"João pessoa, Pernambuco","Av. Gov. Argemiro de Figueiredo, 1290 - Jardim Oceania, João Pessoa - PB, 58037-030, Brazil","(-7.085714299999999, -34.8331214)",-7.085714299999999,-34.8331214
521,"João pessoa, Rio Grande do Norte","Cel. João Pessoa, RN, 59930-000, Brazil","(-6.2608549, -38.443281)",-6.2608549,-38.443281
522,"Joã£o pessoa, Paraíba","João Pessoa, State of Paraíba, Brazil","(-7.119495799999999, -34.8450118)",-7.119495799999999,-34.8450118
523,"Juazeiro do norte, Ceará","Juazeiro do Norte - State of Ceará, Brazil","(-7.2290551, -39.3123192)",-7.2290551,-39.3123192
524,"Juazeiro, Bahia","Juazeiro - State of Bahia, Brazil","(-9.431282999999999, -40.5078776)",-9.431282999999999,-40.5078776
525,"Jucurutu, Não Informado","Jucurutu - State of Rio Grande do Norte, Brazil","(-6.034949399999999, -37.018402)",-6.034949399999999,-37.018402
526,"Jucurutu, Rio Grande do Norte","Jucurutu - State of Rio Grande do Norte, Brazil","(-6.034949399999999, -37.018402)",-6.034949399999999,-37.018402
527,"Juiz de fora, Minas Gerais","Juiz de Fora, State of Minas Gerais, Brazil","(-21.7624237, -43.3433999)",-21.7624237,-43.3433999
528,"Jundiaí, São Paulo","Jundiaí, State of São Paulo, Brazil","(-23.1857076, -46.8978057)",-23.1857076,-46.8978057
529,"Jundiá, Não Informado","Jundiaí, State of São Paulo, Brazil","(-23.1857076, -46.8978057)",-23.1857076,-46.8978057
530,"Jundiá, Rio Grande do Norte","Jundiá, RN, 59188-000, Brazil","(-6.2728901, -35.3271609)",-6.2728901,-35.3271609
531,"Jundiá, São Paulo","Jundiaí, State of São Paulo, Brazil","(-23.1857076, -46.8978057)",-23.1857076,-46.8978057
532,"Jupi, Pernambuco","Jupi - State of Pernambuco, 55395-000, Brazil","(-8.710773399999999, -36.4196001)",-8.710773399999999,-36.4196001
533,"Juruti, Pará","Juruti - State of Pará, 68170-000, Brazil","(-2.5131435, -56.1749379)",-2.5131435,-56.1749379
534,"Jussara, Goiás","Jussara - State of Goiás, 76270-000, Brazil","(-15.8746808, -50.8640483)",-15.8746808,-50.8640483
535,"La plata, Ignorado/exterior","La Plata, Buenos Aires Province, Argentina","(-34.9204948, -57.95356570000001)",-34.9204948,-57.95356570000001
536,"Ladário, Mato Grosso do Sul","Ladário - State of Mato Grosso do Sul, Brazil","(-19.0093185, -57.5977798)",-19.0093185,-57.5977798
537,"Lages, Rio Grande do Norte","Lajes - State of Rio Grande do Norte, Brazil","(-5.4472238, -36.1672437)",-5.4472238,-36.1672437
538,"Lago da pedra, Maranhão","Lago da Pedra - State of Maranhão, Brazil","(-4.5627894, -45.1298412)",-4.5627894,-45.1298412
539,"Lagoa d'anta, Rio Grande do Norte","Lagoa d'Anta - State of Rio Grande do Norte, Brazil","(-6.3900809, -35.5988527)",-6.3900809,-35.5988527
540,"Lagoa de pedras, Não Informado","Lagoa de Pedras - RN, Brazil","(-6.1944523, -35.4562795)",-6.1944523,-35.4562795
541,"Lagoa de pedras, Rio Grande do Norte","Lagoa de Pedras - RN, Brazil","(-6.1944523, -35.4562795)",-6.1944523,-35.4562795
542,"Lagoa de velhos, Não Informado","Lagoa de Velhos - State of Rio Grande do Norte, Brazil","(-6.0230027, -35.8498078)",-6.0230027,-35.8498078
543,"Lagoa de velhos, Rio Grande do Norte","Lagoa de Velhos - State of Rio Grande do Norte, Brazil","(-6.0230027, -35.8498078)",-6.0230027,-35.8498078
544,"Lagoa d´anta, Paraíba","Lagoa d'Anta - State of Rio Grande do Norte, Brazil","(-6.3900809, -35.5988527)",-6.3900809,-35.5988527
545,"Lagoa d´anta, Rio Grande do Norte","Lagoa d'Anta - State of Rio Grande do Norte, Brazil","(-6.3900809, -35.5988527)",-6.3900809,-35.5988527
546,"Lagoa nova, Não Informado","Lagoa Nova, Natal - RN, Brazil","(-5.8259362, -35.2099611)",-5.8259362,-35.2099611
547,"Lagoa nova, Rio Grande do Norte","Lagoa Nova - State of Rio Grande do Norte, Brazil","(-6.094750200000001, -36.4707132)",-6.094750200000001,-36.4707132
548,"Lagoa salgada, Rio Grande do Norte","Lagoa Salgada, RN, 59247-000, Brazil","(-6.123354099999999, -35.4727124)",-6.123354099999999,-35.4727124
549,"Lagoa santa, Minas Gerais","Lagoa Santa, MG, 33400-000, Brazil","(-19.6303019, -43.89830310000001)",-19.6303019,-43.89830310000001
550,"Lagoa seca, Paraíba","Lagoa Seca - State of Paraíba, Brazil","(-7.1597393, -35.8563789)",-7.1597393,-35.8563789
551,"Lagoa vermelha, Rio Grande do Sul","Lagoa Vermelha - RS, Brazil","(-28.2095587, -51.5298145)",-28.2095587,-51.5298145
552,"Laguna, Santa Catarina","Laguna - State of Santa Catarina, Brazil","(-28.4876062, -48.8397403)",-28.4876062,-48.8397403
553,"Lajedo, Pernambuco","Lajedo - State of Pernambuco, Brazil","(-8.656927099999999, -36.323866)",-8.656927099999999,-36.323866
554,"Lajes pintadas, Rio Grande do Norte","Lajes Pintadas - State of Rio Grande do Norte, Brazil","(-6.1440246, -36.11108)",-6.1440246,-36.11108
555,"Lajes, Rio Grande do Norte","Lajes - State of Rio Grande do Norte, Brazil","(-5.4472238, -36.1672437)",-5.4472238,-36.1672437
556,"Lajinha, Minas Gerais","Lajinha - State of Minas Gerais, Brazil","(-20.1217728, -41.5612423)",-20.1217728,-41.5612423
557,"Laranjeiras do sul, Paraná","Laranjeiras do Sul, PR, Brazil","(-25.4079504, -52.4134746)",-25.4079504,-52.4134746
558,"Lastro, Paraíba","Lastro - State of Paraíba, Brazil","(-6.5127441, -38.1794885)",-6.5127441,-38.1794885
559,"Lavras da mangabeira, Ceará","Lavras da Mangabeira - State of Ceará, Brazil","(-6.7557988, -38.9661509)",-6.7557988,-38.9661509
560,"Lavras, Minas Gerais","Lavras - State of Minas Gerais, Brazil","(-21.2484538, -45.001392)",-21.2484538,-45.001392
561,"Leme, São Paulo","Leme, State of São Paulo, Brazil","(-22.1892464, -47.3978157)",-22.1892464,-47.3978157
562,"Lençóis paulista, São Paulo","Lençóis Paulista - State of São Paulo, Brazil","(-22.5988082, -48.7922691)",-22.5988082,-48.7922691
563,"Limoeiro do norte, Ceará","Limoeiro do Norte - State of Ceará, Brazil","(-5.1571715, -38.0208151)",-5.1571715,-38.0208151
564,"Limoeiro, Pernambuco","Limoeiro - State of Pernambuco, Brazil","(-7.877335, -35.4450996)",-7.877335,-35.4450996
565,"Linhares, Espírito Santo","Linhares - State of Espírito Santo, Brazil","(-19.4021415, -40.0670118)",-19.4021415,-40.0670118
566,"Lins, São Paulo","Lins - State of São Paulo, Brazil","(-21.6696611, -49.74881449999999)",-21.6696611,-49.74881449999999
567,"Londrina, Paraná","Londrina, State of Paraná, Brazil","(-23.3044524, -51.1695824)",-23.3044524,-51.1695824
568,"Lucas do rio verde, Mato Grosso","Lucas do Rio Verde, MT, 78455-000, Brazil","(-13.064847, -55.91932139999999)",-13.064847,-55.91932139999999
569,"Lucrécia, Não Informado",,,,
570,"Lucrécia, Rio Grande do Norte","Lucrécia, RN, 59805-000, Brazil","(-6.1010735, -37.8244262)",-6.1010735,-37.8244262
571,"Luis gomes, Paraíba","R. Elías Pereira de Araújo, 417 - Mangabeira, João Pessoa - PB, 58056-010, Brazil","(-7.172062499999999, -34.8394353)",-7.172062499999999,-34.8394353
572,"Luis gomes, Rio Grande do Norte","Luís Gomes - State of Rio Grande do Norte, Brazil","(-6.414549999999999, -38.3890194)",-6.414549999999999,-38.3890194
573,"Luziânia, Goiás","Luziânia - State of Goiás, Brazil","(-16.5236174, -48.0010282)",-16.5236174,-48.0010282
574,"Luís gomes, Rio Grande do Norte","Luís Gomes - State of Rio Grande do Norte, Brazil","(-6.414549999999999, -38.3890194)",-6.414549999999999,-38.3890194
575,"Macaiba, Rio Grande do Norte","Macaíba - State of Rio Grande do Norte, Brazil","(-5.8579697, -35.3536252)",-5.8579697,-35.3536252
576,"Macapa, Amapá","Macapá, AP, Brazil","(0.0355735, -51.070535)",0.0355735,-51.070535
577,"Macaparana, Pernambuco","Macaparana - State of Pernambuco, Brazil","(-7.5529208, -35.447422)",-7.5529208,-35.447422
578,"Macapá, Amapá","Macapá, AP, Brazil","(0.0355735, -51.070535)",0.0355735,-51.070535
579,"Macau, Não Informado",Macau,"(22.198745, 113.543873)",22.198745,113.543873
580,"Macau, Pernambuco",Macau,"(22.198745, 113.543873)",22.198745,113.543873
581,"Macau, Piauí","Rua São Pedro Ed Raimundo Martins 2071 - Sala 102 - Centro (Sul), Teresina - PI, Brazil","(-5.0908153, -42.8057317)",-5.0908153,-42.8057317
582,"Macau, Rio Grande do Norte","Macau - State of Rio Grande do Norte, Brazil","(-5.1129194, -36.6337798)",-5.1129194,-36.6337798
583,"Macau, São Paulo",Macau,"(22.2057986, 113.5518316)",22.2057986,113.5518316
584,"Macau_rn, Rio Grande do Norte","Macau - State of Rio Grande do Norte, Brazil","(-5.1129194, -36.6337798)",-5.1129194,-36.6337798
585,"Macaé, Rio de Janeiro","Macaé - State of Rio de Janeiro, Brazil","(-22.3233696, -41.9593241)",-22.3233696,-41.9593241
586,"Macaíba, Não Informado","Macaíba - State of Rio Grande do Norte, Brazil","(-5.8579697, -35.3536252)",-5.8579697,-35.3536252
587,"Macaíba, Rio Grande do Norte","Macaíba - State of Rio Grande do Norte, Brazil","(-5.8579697, -35.3536252)",-5.8579697,-35.3536252
588,"Macaúbas, Bahia","Macaúbas - State of Bahia, 46500-000, Brazil","(-13.0173158, -42.6867656)",-13.0173158,-42.6867656
589,"Maceio, Alagoas","Maceió - Jardim da Saúde, Maceió - State of Alagoas, Brazil","(-9.6498487, -35.7089492)",-9.6498487,-35.7089492
590,"Maceió, Alagoas","Maceió - Jardim da Saúde, Maceió - State of Alagoas, Brazil","(-9.6498487, -35.7089492)",-9.6498487,-35.7089492
591,"Machadinho, Rio Grande do Sul","Machadinho - RS, Brazil","(-27.5659804, -51.6678203)",-27.5659804,-51.6678203
592,"Magé, Rio de Janeiro","Magé, RJ, Brazil","(-22.6566022, -43.0398345)",-22.6566022,-43.0398345
593,"Major sales, Rio Grande do Norte","Maj. Sales, RN, 59945-000, Brazil","(-6.3998855, -38.3243628)",-6.3998855,-38.3243628
594,"Major sales, São Paulo","São Paulo, State of São Paulo, Brazil","(-23.5505199, -46.63330939999999)",-23.5505199,-46.63330939999999
